input,responses,tag
hey sunshine,"Yo, what's going on?",greeting
hey sunshine,Howdy!,greeting
hey sunshine,Ahoy!,greeting
hey sunshine,Hiya!,greeting
hey sunshine,"Hey, good to see you!",greeting
hey sunshine,"Not much, just chilling. How about you?",greeting
hey sunshine,"Hey, hey!",greeting
hey sunshine,"Hey, how's it going?",greeting
hey sunshine,"Hey, what's the good word?",greeting
hey sunshine,"Hey, long time no see!",greeting
hey sunshine,"It's going well, thanks! How about you?",greeting
hey sunshine,"Hi, everything's going great. How about you?",greeting
hey sunshine,Top of the morning to you too!,greeting
hey sunshine,"Hey, how's your day going?",greeting
hey sunshine,"I'm doing well, thanks! How about you?",greeting
hey sunshine,"Hey, good to see you too!",greeting
hey sunshine,"Hiya, pal! What's new?",greeting
hey sunshine,The world keeps spinning. How about you?,greeting
hey sunshine,"Hey, sunshine! Ready to take on the day?",greeting
hey sunshine,"Not much, just hanging out. How about you?",greeting
hey sunshine,"Well, look who it is! How have you been?",greeting
hey sunshine,"Hi, stranger! Long time no talk!",greeting
hey sunshine,Greetings and hallucinations! How's life treating you?,greeting
hey sunshine,"Hey, fancy meeting you here! What brings you around?",greeting
hey sunshine,"Hello, beautiful! How's everything in your world?",greeting
hey sunshine,My day is going great. How about yours?,greeting
hey sunshine,"Hey, good lookin'! What's on your mind?",greeting
hey sunshine,"Hi, lovely people! How's the day treating you?",greeting
hey sunshine,"Hey, rockstar! Ready to conquer the world?",greeting
hey sunshine,"Not much, just taking it easy. How about you?",greeting
hey sunshine,"Greetings, earthling! How's life on your planet?",greeting
hey sunshine,"Hey, you magnificent creature! How's your day been?",greeting
hey sunshine,"Hello, fabulous! What's the latest gossip?",greeting
hey sunshine,Howdy-doody! What's new in your neck of the woods?,greeting
hey sunshine,"Hey, gorgeous! How's everything with you?",greeting
hey sunshine,Just going with the flow. How about you?,greeting
hey sunshine,"Hi, sunshine! What's brightening your day?",greeting
hey sunshine,"Hey, party people! Ready to have some fun?",greeting
hey sunshine,"Greetings, fellow human! How's life treating you?",greeting
hey sunshine,"Hey, superstar! What's been happening?",greeting
hey sunshine,"Not much, just keeping busy. How about you?",greeting
hey sunshine,"Hi, hi, hooray! What's the plan for today?",greeting
hey sunshine,"Hey, how are you doing? Anything exciting going on?",greeting
hey sunshine,"Hey, stranger! How have you been?",greeting
hey sunshine,"Hello, my friend! How's life treating you?",greeting
hey sunshine,Hi there! How's your day been so far?,greeting
hey sunshine,"Hey, you! What's the good news?",greeting
whats kickin,hello buddy,greeting
whats kickin,hello main ky kr skta hu,greeting
whats kickin,bol na ky kaam h,greeting
whats kickin,ram ram,greeting
whats kickin,kaam kr apna,greeting
whats kickin,m nhi btaunga,greeting
whats kickin,Hello!,greeting
whats kickin,Hey there!,greeting
whats kickin,Hi!,greeting
whats kickin,Greetings!,greeting
whats kickin,Salutations!,greeting
whats kickin,"Hey, what's up?",greeting
whats kickin,"Yo, what's going on?",greeting
whats kickin,Howdy!,greeting
whats kickin,Ahoy!,greeting
whats kickin,Hiya!,greeting
whats kickin,"Hey, good to see you!",greeting
whats kickin,"Not much, just chilling. How about you?",greeting
whats kickin,"Hey, hey!",greeting
whats kickin,"Hey, how's it going?",greeting
whats kickin,"Hey, what's the good word?",greeting
whats kickin,"Hey, long time no see!",greeting
whats kickin,"It's going well, thanks! How about you?",greeting
whats kickin,"Hi, everything's going great. How about you?",greeting
whats kickin,Top of the morning to you too!,greeting
whats kickin,"Hey, how's your day going?",greeting
whats kickin,"I'm doing well, thanks! How about you?",greeting
whats kickin,"Hey, good to see you too!",greeting
whats kickin,"Hiya, pal! What's new?",greeting
whats kickin,The world keeps spinning. How about you?,greeting
whats kickin,"Hey, sunshine! Ready to take on the day?",greeting
whats kickin,"Not much, just hanging out. How about you?",greeting
whats kickin,"Well, look who it is! How have you been?",greeting
whats kickin,"Hi, stranger! Long time no talk!",greeting
whats kickin,Greetings and hallucinations! How's life treating you?,greeting
whats kickin,"Hey, fancy meeting you here! What brings you around?",greeting
whats kickin,"Hello, beautiful! How's everything in your world?",greeting
whats kickin,My day is going great. How about yours?,greeting
whats kickin,"Hey, good lookin'! What's on your mind?",greeting
whats kickin,"Hi, lovely people! How's the day treating you?",greeting
whats kickin,"Hey, rockstar! Ready to conquer the world?",greeting
whats kickin,"Not much, just taking it easy. How about you?",greeting
whats kickin,"Greetings, earthling! How's life on your planet?",greeting
whats kickin,"Hey, you magnificent creature! How's your day been?",greeting
whats kickin,"Hello, fabulous! What's the latest gossip?",greeting
whats kickin,Howdy-doody! What's new in your neck of the woods?,greeting
whats kickin,"Hey, gorgeous! How's everything with you?",greeting
whats kickin,Just going with the flow. How about you?,greeting
whats kickin,"Hi, sunshine! What's brightening your day?",greeting
whats kickin,"Hey, party people! Ready to have some fun?",greeting
whats kickin,"Greetings, fellow human! How's life treating you?",greeting
whats kickin,"Hey, superstar! What's been happening?",greeting
whats kickin,"Not much, just keeping busy. How about you?",greeting
whats kickin,"Hi, hi, hooray! What's the plan for today?",greeting
whats kickin,"Hey, how are you doing? Anything exciting going on?",greeting
whats kickin,"Hey, stranger! How have you been?",greeting
whats kickin,"Hello, my friend! How's life treating you?",greeting
whats kickin,Hi there! How's your day been so far?,greeting
whats kickin,"Hey, you! What's the good news?",greeting
well look who it is,hello buddy,greeting
well look who it is,hello main ky kr skta hu,greeting
well look who it is,bol na ky kaam h,greeting
well look who it is,ram ram,greeting
well look who it is,kaam kr apna,greeting
well look who it is,m nhi btaunga,greeting
well look who it is,Hello!,greeting
well look who it is,Hey there!,greeting
well look who it is,Hi!,greeting
well look who it is,Greetings!,greeting
well look who it is,Salutations!,greeting
well look who it is,"Hey, what's up?",greeting
well look who it is,"Yo, what's going on?",greeting
well look who it is,Howdy!,greeting
well look who it is,Ahoy!,greeting
well look who it is,Hiya!,greeting
well look who it is,"Hey, good to see you!",greeting
well look who it is,"Not much, just chilling. How about you?",greeting
well look who it is,"Hey, hey!",greeting
well look who it is,"Hey, how's it going?",greeting
well look who it is,"Hey, what's the good word?",greeting
well look who it is,"Hey, long time no see!",greeting
well look who it is,"It's going well, thanks! How about you?",greeting
well look who it is,"Hi, everything's going great. How about you?",greeting
well look who it is,Top of the morning to you too!,greeting
well look who it is,"Hey, how's your day going?",greeting
well look who it is,"I'm doing well, thanks! How about you?",greeting
well look who it is,"Hey, good to see you too!",greeting
well look who it is,"Hiya, pal! What's new?",greeting
well look who it is,The world keeps spinning. How about you?,greeting
well look who it is,"Hey, sunshine! Ready to take on the day?",greeting
well look who it is,"Not much, just hanging out. How about you?",greeting
well look who it is,"Well, look who it is! How have you been?",greeting
well look who it is,"Hi, stranger! Long time no talk!",greeting
well look who it is,Greetings and hallucinations! How's life treating you?,greeting
well look who it is,"Hey, fancy meeting you here! What brings you around?",greeting
well look who it is,"Hello, beautiful! How's everything in your world?",greeting
well look who it is,My day is going great. How about yours?,greeting
well look who it is,"Hey, good lookin'! What's on your mind?",greeting
well look who it is,"Hi, lovely people! How's the day treating you?",greeting
well look who it is,"Hey, rockstar! Ready to conquer the world?",greeting
well look who it is,"Not much, just taking it easy. How about you?",greeting
well look who it is,"Greetings, earthling! How's life on your planet?",greeting
well look who it is,"Hey, you magnificent creature! How's your day been?",greeting
well look who it is,"Hello, fabulous! What's the latest gossip?",greeting
well look who it is,Howdy-doody! What's new in your neck of the woods?,greeting
well look who it is,"Hey, gorgeous! How's everything with you?",greeting
well look who it is,Just going with the flow. How about you?,greeting
well look who it is,"Hi, sunshine! What's brightening your day?",greeting
well look who it is,"Hey, party people! Ready to have some fun?",greeting
well look who it is,"Greetings, fellow human! How's life treating you?",greeting
well look who it is,"Hey, superstar! What's been happening?",greeting
well look who it is,"Not much, just keeping busy. How about you?",greeting
well look who it is,"Hi, hi, hooray! What's the plan for today?",greeting
well look who it is,"Hey, how are you doing? Anything exciting going on?",greeting
well look who it is,"Hey, stranger! How have you been?",greeting
well look who it is,"Hello, my friend! How's life treating you?",greeting
well look who it is,Hi there! How's your day been so far?,greeting
well look who it is,"Hey, you! What's the good news?",greeting
hi stranger,hello buddy,greeting
hi stranger,hello main ky kr skta hu,greeting
hi stranger,bol na ky kaam h,greeting
hi stranger,ram ram,greeting
hi stranger,kaam kr apna,greeting
hi stranger,m nhi btaunga,greeting
hi stranger,Hello!,greeting
hi stranger,Hey there!,greeting
hi stranger,Hi!,greeting
hi stranger,Greetings!,greeting
hi stranger,Salutations!,greeting
hi stranger,"Hey, what's up?",greeting
hi stranger,"Yo, what's going on?",greeting
